quadid,sentinelsite,tier3site,subsite,cellid,latitude,longitude,plot,plotsize,sampledate,samplemonth,sampleyear,biomass_gm,waterdepth,thatchheight,thatchdensity,pclive,pcdead,pcsoil,pclitter,pcaqveg,pcwater,sp1,pc_sp1,sp2,pc_sp2,sp3,pc_sp3,bioCOUNT,gps_accuracy,biotypha_gm2,bioscac_gm2,totalbiomass_gm2,salinity,distance,pc_wrack,herbbio,deadherbbio,phaubio,deadphaubio,ivfrbio,deadivfrbio,biomassstd_gm2,culmdensity_m2,culmdensitystd_m2
r5-5-2,SFBay,Rush Ranch,.,2016479,38.19262,-122.02391,NA,0.109999999,7/29/14,7,2014,920.41,1,120,MOD,25,70,5,NA,0,0,Schoenoplectus acutus,15,Schoenoplectus californicus,5,Typha latifolia,5,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r5-5-5,SFBay,Rush Ranch,.,2016479,38.1925,-122.02387,NA,0.109999999,7/29/14,7,2014,345.18,0,75,MOD,20,80,0,NA,0,0,Schoenoplectus acutus,20,n/a,0,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r5-5-6,SFBay,Rush Ranch,.,2016479,38.19249,-122.02393,NA,0.109999999,7/29/14,7,2014,561.2,0,100,LOW,15,85,0,NA,0,0,Schoenoplectus acutus,15,n/a,0,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r5-6-6,SFBay,Rush Ranch,.,2019154,38.19276,-122.02425,NA,0.109999999,7/29/14,7,2014,803,0,10,HIGH,80,20,0,NA,0,0,Achillea millefolium,75,Schoenoplectus acutus,5,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r5-6-4,SFBay,Rush Ranch,.,2019154,38.19283,-122.02425,NA,0.109999999,7/29/14,7,2014,493.2,0,75,MOD,15,75,10,NA,0,0,Schoenoplectus acutus,10,Typha latifolia,5,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r5-6-5,SFBay,Rush Ranch,.,2019154,38.19276,-122.02414,NA,0.109999999,7/30/14,7,2014,427.23,0,20,HIGH,35,65,0,NA,0,0,Schoenoplectus acutus,35,n/a,0,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r5-6-1,SFBay,Rush Ranch,.,2019154,38.19289,-122.02412,NA,0.109999999,7/29/14,7,2014,476.22,0,100,MOD,45,55,0,NA,0,0,Typha domingensis,40,Schoenoplectus acutus,5,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r5-6-2,SFBay,Rush Ranch,.,2019154,38.1929,-122.02426,NA,0.109999999,7/29/14,7,2014,320.92,0,100,HIGH,15,85,0,NA,0,0,Schoenoplectus acutus,15,n/a,0,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r5-6-3,SFBay,Rush Ranch,.,2019154,38.19283,-122.02412,NA,0.109999999,7/29/14,7,2014,339.89,0,100,MOD,10,90,0,NA,0,0,Schoenoplectus acutus,10,n/a,0,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r5-4-5,SFBay,Rush Ranch,.,2019155,38.19276,-122.02396,NA,0.109999999,7/29/14,7,2014,850,0,100,MOD,30,70,0,NA,0,0,Schoenoplectus acutus,15,Schoenoplectus californicus,15,n/a,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r5-4-2,SFBay,Rush Ranch,.,2019155,38.19283,-122.02394,NA,0.109999999,7/29/14,7,2014,281.5,0,75,MOD,25,75,0,NA,0,0,Schoenoplectus acutus,15,Typha latifolia,5,Schoenoplectus californicus,5,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r5-4-3,SFBay,Rush Ranch,.,2019155,38.19283,-122.02399,NA,0.109999999,7/29/14,7,2014,785,0,75,MOD,25,75,0,NA,0,0,Schoenoplectus acutus,15,Schoenoplectus californicus,10,n/a,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r5-4-1,SFBay,Rush Ranch,.,2019155,38.19289,-122.02399,NA,0.109999999,7/29/14,7,2014,728.34,0,130,HIGH,25,75,0,NA,0,0,Schoenoplectus acutus,25,Typha domingensis,0,n/a,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r5-4-4,SFBay,Rush Ranch,.,2019155,38.19272,-122.02388,NA,0.109999999,7/29/14,7,2014,1062.48,0,75,MOD,40,60,0,NA,0,0,Schoenoplectus acutus,25,Schoenoplectus californicus,5,Typha latifolia,10,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r5-3-4,SFBay,Rush Ranch,.,2021830,38.19303,-122.0241,NA,0.109999999,7/29/14,7,2014,843,0,120,HIGH,75,25,0,NA,0,0,Typha domingensis,70,Schoenoplectus californicus,5,n/a,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r5-3-3,SFBay,Rush Ranch,.,2021830,38.1931,-122.02428,NA,0.109999999,7/29/14,7,2014,724.87,0,100,MOD,20,80,0,NA,0,0,Schoenoplectus acutus,20,n/a,0,n/a,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r5-3-2,SFBay,Rush Ranch,.,2021830,38.1931,-122.02419,NA,0.109999999,7/29/14,7,2014,1716,0,120,MOD,50,50,0,NA,0,0,Typha domingensis,40,Schoenoplectus californicus,10,n/a,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r5-3-6,SFBay,Rush Ranch,.,2021830,38.19303,-122.02431,NA,0.109999999,7/29/14,7,2014,774.61,0,130,HIGH,20,80,0,NA,0,0,Schoenoplectus acutus,20,n/a,0,n/a,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r5-3-1,SFBay,Rush Ranch,.,2021830,38.19316,-122.02425,NA,0.109999999,7/29/14,7,2014,682,0,25,MOD,30,70,0,NA,0,0,Typha latifolia,20,Schoenoplectus californicus,10,n/a,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
j4-5-6,SFBay,Rush Ranch,.,2021911,38.19293,-121.99649,NA,0.109999999,6/4/14,6,2014,755,0,25,LOW,80,20,0,NA,0,0,Salicornia pacifica,0,Grindelia stricta,0,n/a,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
j4-5-1,SFBay,Rush Ranch,.,2021911,38.19293,-121.99638,NA,0.109999999,6/4/14,6,2014,770,0,40,MOD,90,5,5,NA,0,0,Salicornia pacifica,0,Juncus balticus,0,n/a,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
j4-5-3,SFBay,Rush Ranch,.,2021911,38.19286,-121.99639,NA,0.109999999,6/4/14,6,2014,526,0,0,NA,95,5,0,NA,0,0,Lepedium latifolium,0,n/a,0,n/a,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
j4-5-2,SFBay,Rush Ranch,.,2021911,38.19286,-121.99638,NA,0.109999999,6/4/14,6,2014,613,0,5,LOW,75,25,0,NA,0,0,Lepedium latifolium,0,Typha domingensis,0,n/a,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
j4-5-4,SFBay,Rush Ranch,.,2021911,38.19286,-121.99647,NA,0.109999999,6/4/14,6,2014,91,0,5,LOW,85,15,0,NA,0,0,Lepedium latifolium,0,Achillea millefolium,0,n/a,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
j3-3-4,SFBay,Rush Ranch,.,2024586,38.19322,-121.99671,NA,0.109999999,5/19/14,5,2014,43.5,0,90,HIGH,20,80,0,NA,0,0,n/a,0,n/a,0,n/a,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
j3-3-3,SFBay,Rush Ranch,.,2024587,38.1932,-121.9966,NA,0.109999999,5/19/14,5,2014,423.2,0,20,MOD,60,40,0,NA,0,0,Salicornia pacifica,0,n/a,0,n/a,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
j4-4-3,SFBay,Rush Ranch,.,2024587,38.19307,-121.99638,NA,0.109999999,6/4/14,6,2014,1136,0,10,MOD,60,35,5,NA,0,0,Salicornia pacifica,0,Typha domingensis,0,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
j4-4-1,SFBay,Rush Ranch,.,2024587,38.19321,-121.99638,NA,0.109999999,6/4/14,6,2014,416,0,10,LOW,75,25,0,NA,0,0,Salicornia pacifica,0,Juncus balticus,0,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
j4-4-6,SFBay,Rush Ranch,.,2024587,38.1932,-121.99649,NA,0.109999999,6/4/14,6,2014,688,0,15,LOW,75,25,0,NA,0,0,Salicornia pacifica,0,Distichlis spicata,0,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
j4-4-2,SFBay,Rush Ranch,.,2024587,38.19313,-121.99638,NA,0.109999999,6/4/14,6,2014,1005,0,10,MOD,40,55,5,NA,0,0,Salicornia pacifica,0,n/a,0,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
j4-4-4,SFBay,Rush Ranch,.,2024587,38.19306,-121.99649,NA,0.109999999,6/4/14,6,2014,675,0,35,LOW,50,40,10,NA,0,0,n/a,0,n/a,0,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
j4-4-5,SFBay,Rush Ranch,.,2024587,38.19313,-121.99649,NA,0.109999999,6/4/14,6,2014,2055,0,5,LOW,75,25,0,NA,0,0,Salicornia pacifica,0,n/a,0,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,SFBay,Coon Island,.,2026315,38.19571,-122.32123,NA,0.25,8/23/05,8,2005,447.61,0,0,NA,0,0,0,NA,0,0,Salicornia pacifica,0,NA,0,NA,0,1,0,NA,NA,447.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34-10,SFBay,Rush Ranch,34,2027179,38.19356,-122.02508,10,0.25,7/18/07,7,2007,32.55,NA,NA,NA,NA,NA,0,0,NA,NA,Schoenoplectus americanus,85,Salicornia virginica,62.5,Salicornia virginica,37.5,1,6,NA,NA,222.18,0,5.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34-9,SFBay,Rush Ranch,34,2027180,38.19356,-122.02496,9,0.25,7/18/07,7,2007,45.6,NA,NA,NA,NA,NA,0,0,NA,NA,Schoenoplectus americanus,85,Juncus balticus,37.5,Jaumea carnosa,15,3,6,NA,NA,292.99,0,6.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34-10,SFBay,Rush Ranch,34,2027180,38.19356,-122.02502,10,0.25,7/18/07,7,2007,68.8,NA,NA,NA,NA,NA,0,0,NA,NA,Schoenoplectus americanus,85,Salicornia virginica,62.5,Salicornia virginica,37.5,3,6,NA,NA,236.4,0,5.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34-5,SFBay,Rush Ranch,34,2027180,38.19355,-122.0248,5,0.25,7/18/07,7,2007,238.09,NA,NA,NA,NA,NA,0,0,NA,NA,Triglochin maritima,62.5,Triglochin maritima,37.5,Triglochin maritima,15,3,6,NA,NA,309.09,0,6.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34-2,SFBay,Rush Ranch,34,2027181,38.19355,-122.02453,2,0.25,7/18/07,7,2007,88.34,NA,NA,NA,NA,NA,0,0,NA,NA,Schoenoplectus americanus,85,Lepidium latifolium,37.5,Lepidium latifolium,37.5,3,6,NA,NA,160.68,0,5.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34-3,SFBay,Rush Ranch,34,2027181,38.19355,-122.02468,3,0.25,7/18/07,7,2007,106.15,NA,NA,NA,NA,NA,0,0,NA,NA,Schoenoplectus americanus,85,Juncus balticus,15,Juncus balticus,15,3,6,NA,NA,240.05,0,4.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34-2,SFBay,Rush Ranch,34,2027181,38.19355,-122.02464,2,0.25,7/18/07,7,2007,62.8,NA,NA,NA,NA,NA,0,0,NA,NA,Schoenoplectus americanus,85,Lepidium latifolium,37.5,Lepidium latifolium,37.5,3,6,NA,NA,235.7,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
j3-3-6,SFBay,Rush Ranch,.,2027262,38.19337,-121.99673,NA,0.109999999,5/19/14,5,2014,0,0,20,LOW,75,25,0,NA,0,0,Triglochin maritima,0,n/a,0,n/a,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
j3-3-1,SFBay,Rush Ranch,.,2027262,38.19337,-121.9966,NA,0.109999999,5/19/14,5,2014,1145,0,30,LOW,80,20,0,NA,0,0,Triglochin maritima,0,n/a,0,n/a,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
j3-2-3,SFBay,Rush Ranch,.,2027262,38.19346,-121.99671,NA,0.109999999,5/19/14,5,2014,0,0,20,MOD,75,25,0,NA,0,0,Juncus balticus,0,n/a,0,n/a,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
j3-3-5,SFBay,Rush Ranch,.,2027262,38.19331,-121.99673,NA,0.109999999,5/19/14,5,2014,396.3,0,30,LOW,85,15,0,NA,0,0,Juncus balticus,0,n/a,0,n/a,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
j3-3-2,SFBay,Rush Ranch,.,2027262,38.19329,-121.9966,NA,0.109999999,5/19/14,5,2014,853.6,0,30,MOD,75,25,0,NA,0,0,Salicornia pacifica,0,n/a,0,n/a,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
j3-2-6,SFBay,Rush Ranch,.,2027263,38.19349,-121.99659,NA,0.109999999,5/19/14,5,2014,385.2,0,20,HIGH,40,60,0,NA,0,0,Juncus balticus,0,n/a,0,n/a,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
j4-3-4,SFBay,Rush Ranch,.,2027263,38.19333,-121.99649,NA,0.109999999,6/4/14,6,2014,812,0,0,LOW,95,5,0,NA,0,0,Salicornia pacifica,0,Distichlis spicata,0,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
j4-3-6,SFBay,Rush Ranch,.,2027263,38.19348,-121.99648,NA,0.109999999,6/4/14,6,2014,95,0,15,HIGH,5,9,0,NA,0,0,Schoenoplectus americanus,0,Salicornia pacifica,0,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
j4-3-2,SFBay,Rush Ranch,.,2027263,38.19341,-121.99637,NA,0.109999999,6/4/14,6,2014,681,0,0,LOW,90,10,0,NA,0,0,Salicornia pacifica,0,Distichlis spicata,0,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
j4-3-3,SFBay,Rush Ranch,.,2027263,38.19333,-121.99638,NA,0.109999999,6/4/14,6,2014,539,0,0,LOW,85,15,0,NA,0,0,Salicornia pacifica,0,Distichlis spicata,0,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
j4-3-5,SFBay,Rush Ranch,.,2027263,38.19341,-121.99648,NA,0.109999999,6/4/14,6,2014,1439,0,0,LOW,95,5,0,NA,0,0,Salicornia pacifica,0,Distichlis spicata,0,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
j4-3-1,SFBay,Rush Ranch,.,2027263,38.19348,-121.99637,NA,0.109999999,6/4/14,6,2014,944,0,20,LOW,50,50,0,NA,0,0,Salicornia pacifica,0,Juncus balticus,0,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
j2-5-6,SFBay,Rush Ranch,.,2029931,38.19376,-121.99922,NA,0.109999999,6/9/14,6,2014,0,0,90,HIGH,30,70,0,NA,0,0,Schoenoplectus americanus,0,n/a,0,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
j2-5-3,SFBay,Rush Ranch,.,2029931,38.19362,-121.99911,NA,0.109999999,6/9/14,6,2014,327,0,60,MOD,40,60,0,NA,0,0,Schoenoplectus americanus,0,n/a,0,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
j2-5-2,SFBay,Rush Ranch,.,2029931,38.1937,-121.99911,NA,0.109999999,6/9/14,6,2014,348,0,60,HIGH,10,90,0,NA,0,0,Schoenoplectus americanus,0,n/a,0,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
j2-5-1,SFBay,Rush Ranch,.,2029931,38.19377,-121.99911,NA,0.109999999,6/9/14,6,2014,385,0,80,HIGH,20,80,0,NA,0,0,Schoenoplectus americanus,0,n/a,0,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
j2-5-5,SFBay,Rush Ranch,.,2029931,38.1937,-121.99922,NA,0.109999999,6/9/14,6,2014,511,0,90,HIGH,30,70,0,NA,0,0,Schoenoplectus americanus,0,n/a,0,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
j2-5-4,SFBay,Rush Ranch,.,2029931,38.19362,-121.99922,NA,0.109999999,6/9/14,6,2014,588,0,100,HIGH,30,70,0,NA,0,0,Schoenoplectus americanus,0,n/a,0,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
j3-2-5,SFBay,Rush Ranch,.,2029938,38.19365,-121.99666,NA,0.109999999,5/19/14,5,2014,688.6,0,30,MOD,50,50,0,NA,0,0,Triglochin maritima,0,n/a,0,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
j3-2-2,SFBay,Rush Ranch,.,2029938,38.19357,-121.99677,NA,0.109999999,5/19/14,5,2014,205.8,0,100,HIGH,30,70,0,NA,0,0,n/a,0,n/a,0,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
j3-2-4,SFBay,Rush Ranch,.,2029938,38.19357,-121.99662,NA,0.109999999,5/19/14,5,2014,676.4,0,20,LOW,15,85,0,NA,0,0,Triglochin maritima,0,n/a,0,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
j3-1-3,SFBay,Rush Ranch,.,2029938,38.19374,-121.9967,NA,0.109999999,5/19/14,5,2014,688.9,0,25,MOD,50,50,0,NA,0,0,n/a,0,n/a,0,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
j3-1-6,SFBay,Rush Ranch,.,2029938,38.19378,-121.99684,NA,0.109999999,5/19/14,5,2014,0,0,25,HIGH,50,50,0,NA,0,0,n/a,0,n/a,0,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
j3-2-1,SFBay,Rush Ranch,.,2029938,38.19366,-121.99673,NA,0.109999999,5/19/14,5,2014,729,0,0,LOW,45,55,0,NA,0,0,n/a,0,n/a,0,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
j4-2-2,SFBay,Rush Ranch,.,2029939,38.19366,-121.99637,NA,0.109999999,6/4/14,6,2014,276,0,50,MOD,20,80,0,NA,0,0,Typha domingensis,0,Salicornia pacifica,0,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
j4-2-6,SFBay,Rush Ranch,.,2029939,38.19374,-121.99648,NA,0.109999999,6/4/14,6,2014,473,0,40,HIGH,10,90,0,NA,0,0,Schoenoplectus americanus,0,Typha domingensis,0,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
j4-2-1,SFBay,Rush Ranch,.,2029939,38.19374,-121.99637,NA,0.109999999,6/4/14,6,2014,625,0,50,MOD,25,75,5,NA,0,0,Typha domingensis,0,Juncus balticus,0,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
j4-2-5,SFBay,Rush Ranch,.,2029939,38.19365,-121.99648,NA,0.109999999,6/4/14,6,2014,1401,0,0,LOW,90,10,0,NA,0,0,Juncus balticus,0,Triglochin maritima,0,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
j4-2-4,SFBay,Rush Ranch,.,2029939,38.19358,-121.99648,NA,0.109999999,6/4/14,6,2014,684,0,0,LOW,100,0,0,NA,0,0,Salicornia pacifica,0,Juncus balticus,0,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
j4-2-3,SFBay,Rush Ranch,.,2029939,38.19358,-121.99637,NA,0.109999999,6/4/14,6,2014,249,0,50,HIGH,10,90,0,NA,0,0,Schoenoplectus americanus,0,Typha domingensis,0,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,SFBay,Coon Island,.,2031667,38.19625,-122.3212,NA,0.25,7/15/05,7,2005,669.89,0,0,NA,0,0,0,NA,0,0,Salicornia pacifica,0,NA,0,NA,0,1,0,NA,NA,669.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18-10,SFBay,Rush Ranch,18,2032491,38.19421,-122.03873,10,0.25,11/2/07,11,2007,94.1,NA,NA,NA,NA,NA,0,0,NA,NA,Triglochin maritima,62.5,Triglochin maritima,37.5,Triglochin maritima,37.5,1,5,NA,NA,233,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18-2,SFBay,Rush Ranch,18,2032492,38.19421,-122.03843,2,0.25,11/2/07,11,2007,170.8,NA,NA,NA,NA,NA,0,37.5,NA,NA,Schoenoplectus americanus,37.5,Schoenoplectus americanus,37.5,Salicornia virginica,15,4,5,NA,NA,258,0,7.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18-5,SFBay,Rush Ranch,18,2032492,38.19421,-122.03859,5,0.25,11/2/07,11,2007,239.1,NA,NA,NA,NA,NA,0,0,NA,NA,Triglochin maritima,62.5,Salicornia virginica,37.5,Salicornia virginica,37.5,4,5,NA,NA,295.8,0,2.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18-2,SFBay,Rush Ranch,18,2032492,38.19421,-122.03847,2,0.25,11/2/07,11,2007,96.5,NA,NA,NA,NA,NA,0,37.5,NA,NA,Schoenoplectus americanus,37.5,Schoenoplectus americanus,37.5,Salicornia virginica,15,4,5,NA,NA,266.8,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18-8,SFBay,Rush Ranch,18,2032492,38.19421,-122.03867,8,0.25,11/2/07,11,2007,180.7,NA,NA,NA,NA,NA,0,0,NA,NA,Salicornia virginica,62.5,Salicornia virginica,62.5,Jaumea carnosa,37.5,4,5,NA,NA,376.1,0,2.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18-1,SFBay,Rush Ranch,18,2032493,38.19421,-122.03828,1,0.25,11/2/07,11,2007,76,NA,NA,NA,NA,NA,0,0,NA,NA,Schoenoplectus americanus,85,Grindelia stricta var. angustifolia,15,Grindelia stricta var. angustifolia,3,2,5,NA,NA,259.5,0,5.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18-1,SFBay,Rush Ranch,18,2032493,38.19421,-122.03835,1,0.25,11/2/07,11,2007,118.6,NA,NA,NA,NA,NA,0,0,NA,NA,Schoenoplectus americanus,85,Grindelia stricta var. angustifolia,15,Grindelia stricta var. angustifolia,3,2,5,NA,NA,364.8,0,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
j2-4-3,SFBay,Rush Ranch,.,2032607,38.1939,-121.99911,NA,0.109999999,6/9/14,6,2014,454,0,60,HIGH,30,70,0,NA,0,0,Schoenoplectus americanus,0,n/a,0,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
j2-4-5,SFBay,Rush Ranch,.,2032607,38.19396,-121.99922,NA,0.109999999,6/9/14,6,2014,298,0,50,HIGH,50,50,0,NA,0,0,Schoenoplectus americanus,0,n/a,0,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
j2-4-6,SFBay,Rush Ranch,.,2032607,38.19403,-121.99922,NA,0.109999999,6/9/14,6,2014,727,0,60,HIGH,40,60,0,NA,0,0,Schoenoplectus americanus,0,n/a,0,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
j2-4-4,SFBay,Rush Ranch,.,2032607,38.1939,-121.99922,NA,0.109999999,6/9/14,6,2014,311,0,50,HIGH,30,70,0,NA,0,0,Schoenoplectus americanus,0,n/a,0,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
j2-4-2,SFBay,Rush Ranch,.,2032607,38.19397,-121.99911,NA,0.109999999,6/9/14,6,2014,410,0,50,HIGH,40,60,0,NA,0,0,Schoenoplectus americanus,0,n/a,0,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
j2-4-1,SFBay,Rush Ranch,.,2032607,38.19403,-121.99911,NA,0.109999999,6/9/14,6,2014,747,0,15,LOW,70,30,0,NA,0,0,Juncus balticus,0,Triglochin maritima,0,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
j3-1-1,SFBay,Rush Ranch,.,2032614,38.19392,-121.99666,NA,0.109999999,5/19/14,5,2014,404.5,0,100,HIGH,15,85,0,NA,0,0,n/a,0,n/a,0,n/a,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
j3-1-4,SFBay,Rush Ranch,.,2032614,38.19395,-121.99677,NA,0.109999999,5/19/14,5,2014,521.1,0,100,HIGH,40,60,0,NA,0,0,n/a,0,n/a,0,n/a,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
